Contig	Protein ID	Start	Stop	Strand	size_aa	pI	Mol_weight_kDa	Instability_index	Description	Source	Perc_ID	Perc_Cov	E-value	Refinement	PVOG	Perc_ID	Perc_Cov	E-value
LOC_1020	LOC_1020_1	1	403	1	133	9.20330810547	15.85551	34.4451879699	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1020	LOC_1020_2	571	739	1	55	4.20758056641	6.5484	36.1492727273	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1020	LOC_1020_3	761	1037	1	91	8.51519775391	10.51911	66.9483516484	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1022	LOC_1022_1	221	1106	1	294	9.27386474609	34.92622	42.6142857143	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1023	LOC_1023_1	95	488	1	130	4.40447998047	15.26704	19.4061538462	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1024	LOC_1024_1	7	1150	1	380	8.48846435547	40.15967	25.8836842105	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1024	LOC_1024_2	1405	1975	1	189	9.93511962891	21.46612	27.5216931217	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1026	LOC_1026_1	179	1757	-1	525	5.36676025391	58.69723	28.2436571429	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1027	LOC_1027_1	487	1627	1	379	8.38604736328	42.23881	42.353060686	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1028	LOC_1028_1	427	598	1	56	6.07720947266	5.98255	76.4303571429	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1028	LOC_1028_2	869	1286	-1	138	7.99383544922	15.51254	42.9471014493	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1028	LOC_1028_3	1577	2105	-1	175	9.29791259766	19.38501	39.7788571429	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1028	LOC_1028_4	2588	2807	-1	72	9.51251220703	8.05799	36.0486111111	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1028	LOC_1028_5	2852	3029	-1	58	10.961730957	6.46847	17.1327586207	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1029	LOC_1029_1	71	173	1	33	6.53082275391	3.58082	48.8484848485	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1029	LOC_1029_2	297	519	-1	73	4.03216552734	7.97831	18.395890411	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_103	LOC_103_1	427	871	-1	147	6.31854248047	16.80009	41.2945578231	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_103	LOC_103_2	895	1264	-1	122	6.63775634766	14.31813	54.955	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1030	LOC_1030_1	96	576	1	159	7.66082763672	17.71556	36.8754716981	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1030	LOC_1030_2	547	865	-1	105	9.58197021484	12.13459	26.8819047619	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1030	LOC_1030_3	922	1258	-1	111	5.84820556641	12.36236	3.96846846847	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1031	LOC_1031_1	1160	2606	1	481	5.28741455078	57.06571	34.3856964657	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1032	LOC_1032_1	107	542	1	144	10.0556030273	17.05465	37.0813194444	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1033	LOC_1033_1	51	789	1	245	4.96954345703	28.68072	29.8828571429	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1034	LOC_1034_1	470	1085	-1	204	9.73468017578	22.68557	59.5990196078	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1035	LOC_1035_1	26	329	1	100	4.05487060547	10.9415	29.2391	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1035	LOC_1035_2	330	1584	1	417	4.43572998047	44.17447	32.0254196643	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1036	LOC_1036_1	21	777	-1	251	9.67156982422	28.86253	34.7594023904	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1036	LOC_1036_2	773	1343	-1	189	5.63592529297	21.77628	22.1603174603	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1036	LOC_1036_3	1329	1767	-1	145	9.51873779297	16.15515	47.138	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1037	LOC_1037_1	19	382	1	120	9.11468505859	14.15572	37.695	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1037	LOC_1037_2	344	671	1	108	5.01495361328	12.84921	61.0638888889	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1037	LOC_1037_3	693	1221	1	175	5.48394775391	20.01436	38.7605714286	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1038	LOC_1038_1	199	409	1	69	11.165222168	8.0884	90.9826086957	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1039	LOC_1039_1	88	568	1	159	6.84185791016	18.10797	46.4534591195	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG2485	84.0	56.6265060241	0.00014
LOC_1040	LOC_1040_1	74	641	-1	188	9.04034423828	21.2441	52.7478723404	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1040	LOC_1040_2	722	881	-1	52	4.65997314453	5.71523	28.7153846154	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1040	LOC_1040_3	923	1103	-1	59	5.12274169922	6.79472	28.4779661017	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1040	LOC_1040_4	1256	1481	-1	74	8.47760009766	8.28827	26.1972972973	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1040	LOC_1040_5	1844	2120	-1	91	4.86456298828	10.53035	63.6956043956	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1041	LOC_1041_1	45	972	1	308	6.07232666016	34.83897	28.5273051948	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1042	LOC_1042_1	256	1432	1	391	5.39434814453	45.31379	40.1570332481	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1042	LOC_1042_2	1519	1717	1	65	9.00286865234	7.54737	15.2323076923	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1043	LOC_1043_1	37	931	1	297	7.08538818359	34.8385	41.0676767677	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1044	LOC_1044_1	362	1577	-1	404	9.13397216797	46.9186	36.7014851485	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1045	LOC_1045_1	530	941	-1	136	7.31939697266	15.50059	46.1330882353	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1046	LOC_1046_1	23	416	1	130	9.50848388672	14.86566	73.7416923077	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1046	LOC_1046_2	425	698	1	90	10.1376342773	10.22042	58.4366666667	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1046	LOC_1046_3	809	1559	1	249	10.100402832	27.95079	41.4040160643	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1047	LOC_1047_1	149	374	1	74	9.41412353516	8.8008	29.4162162162	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1047	LOC_1047_2	370	595	1	74	7.87017822266	8.7727	64.1810810811	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1047	LOC_1047_3	608	1166	1	185	4.74090576172	21.34447	41.6659459459	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG0982	71.0	86.3636363636	1.7e-18
LOC_1049	LOC_1049_1	206	1391	1	394	8.59466552734	45.00609	32.3896192893	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1049	LOC_1049_2	1966	2266	-1	99	9.15496826172	11.56802	30.2707070707	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_105	LOC_105_1	119	731	1	203	5.00018310547	22.32841	32.5073891626	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_105	LOC_105_2	756	951	1	64	9.63934326172	7.11516	47.60625	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_105	LOC_105_3	964	1444	1	159	9.35211181641	18.98751	45.1352830189	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_105	LOC_105_4	1504	2305	1	266	8.82867431641	30.07191	29.8469924812	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1050	LOC_1050_1	18	648	1	209	7.11480712891	24.55201	46.533492823	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG7633	82.0	71.7488789238	7.7e-18
LOC_1051	LOC_1051_1	9	732	1	240	5.55523681641	26.96407	39.8992083333	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1052	LOC_1052_1	21	1098	1	358	8.61444091797	41.97428	38.0787988827	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1052	LOC_1052_2	1318	2659	-1	446	6.71319580078	49.54367	27.9502242152	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1053	LOC_1053_1	53	290	1	78	9.76788330078	9.78597	16.0012820513	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1053	LOC_1053_2	282	1416	1	377	6.63922119141	44.50041	43.2395490716	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1053	LOC_1053_3	1420	1864	1	147	4.93695068359	17.51766	46.1191156463	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1054	LOC_1054_1	1755	2757	-1	333	5.33245849609	38.62454	41.7712312312	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1054	LOC_1054_2	2749	2989	-1	79	5.58453369141	9.13438	49.1481012658	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1056	LOC_1056_1	954	1335	1	126	5.49688720703	13.89159	45.8436507937	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1057	LOC_1057_1	626	1466	-1	279	9.23321533203	29.46132	34.1143369176	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1058	LOC_1058_1	176	686	1	169	9.19915771484	19.27189	40.6289940828	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1058	LOC_1058_2	698	1331	-1	210	8.64581298828	25.24098	44.1291428571	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1059	LOC_1059_1	1192	1627	-1	144	9.60064697266	16.93623	87.8729166667	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_106	LOC_106_1	12	1557	-1	514	8.91436767578	57.63668	29.1186964981	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1060	LOC_1060_1	433	964	-1	176	9.62249755859	19.64541	36.0488636364	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1061	LOC_1061_1	187	2035	-1	615	4.53289794922	67.18402	28.5328455285	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1062	LOC_1062_1	24	762	1	245	8.75286865234	26.92971	27.1771836735	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1063	LOC_1063_1	53	698	1	214	4.65081787109	24.32706	47.0658878505	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1064	LOC_1064_1	60	330	1	89	8.75299072266	10.40172	41.9966292135	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1065	LOC_1065_1	24	540	1	171	9.55291748047	19.36482	26.8210526316	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1066	LOC_1066_1	109	1045	-1	311	7.73345947266	33.52211	46.1077170418	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1067	LOC_1067_1	442	1081	-1	212	6.40570068359	23.50535	52.6184433962	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1068	LOC_1068_1	33	1005	1	323	8.27508544922	37.68202	58.7634674923	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1069	LOC_1069_1	34	718	1	227	5.07305908203	25.13333	43.2211453744	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1069	LOC_1069_2	844	1450	1	201	9.40362548828	22.98829	35.9801492537	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_107	LOC_107_1	67	1387	1	439	4.37811279297	50.14346	35.320501139	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1070	LOC_1070_1	37	1156	1	372	5.91790771484	43.69765	39.8320430108	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1071	LOC_1071_1	159	1719	-1	519	8.71160888672	60.07126	34.1740077071	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG7734	80.0	69.1304347826	0.00034
LOC_1071	LOC_1071_2	1726	2191	-1	154	6.38592529297	17.27642	39.8805194805	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1071	LOC_1071_3	2420	2702	-1	93	7.16693115234	10.36665	15.4516129032	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1072	LOC_1072_1	734	1013	-1	92	9.51275634766	10.40501	21.6402173913	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1073	LOC_1073_1	102	1458	1	451	5.91082763672	50.05442	30.6776053215	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1073	LOC_1073_2	1467	2427	-1	319	7.05767822266	36.53012	46.2329467085	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1074	LOC_1074_1	56	737	1	226	5.13201904297	24.86568	16.9638053097	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1075	LOC_1075_1	1260	1851	-1	196	4.56829833984	21.39025	19.4193877551	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1075	LOC_1075_2	1912	2431	-1	172	5.24176025391	18.6447	32.5720930233	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG0577	95.0	94.7058823529	9.1e-27
LOC_1075	LOC_1075_3	2447	3902	-1	484	4.66412353516	52.16485	30.0696280992	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1075	LOC_1075_4	3914	4172	-1	85	9.06182861328	9.72492	35.4023529412	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1075	LOC_1075_5	4168	4681	-1	170	4.47686767578	18.97486	47.4152941176	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG8876	80.0	58.3333333333	0.00012
LOC_1075	LOC_1075_6	4680	5403	-1	240	10.0780639648	26.09591	32.0158333333	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1076	LOC_1076_1	78	528	1	149	6.82586669922	16.39529	39.9046979866	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1077	LOC_1077_1	42	846	1	267	4.25189208984	30.52244	31.0951310861	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1078	LOC_1078_1	243	984	1	246	9.22283935547	28.80929	23.5740243902	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1079	LOC_1079_1	132	567	-1	144	7.68951416016	16.21387	46.1152777778	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1079	LOC_1079_2	904	1456	-1	183	5.47491455078	19.03752	13.1043715847	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_108	LOC_108_1	211	505	1	97	4.38433837891	10.76425	11.3896907216	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_108	LOC_108_2	530	890	1	119	4.12933349609	13.09374	30.4740336134	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1080	LOC_1080_1	18	1704	1	561	5.39813232422	64.76384	38.0503208556	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1081	LOC_1081_1	230	1157	-1	308	5.54803466797	35.16062	44.0720779221	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1082	LOC_1082_1	160	442	-1	93	9.99603271484	10.21627	16.1634408602	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1082	LOC_1082_2	556	1063	-1	168	5.22296142578	19.54108	51.7095833333	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1083	LOC_1083_1	585	945	-1	119	5.19464111328	13.43582	30.046302521	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1084	LOC_1084_1	778	1192	-1	137	10.1854858398	15.7329	44.7197080292	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1085	LOC_1085_1	42	510	-1	155	9.78643798828	18.21365	36.1335483871	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1085	LOC_1085_2	679	1525	-1	281	8.73858642578	32.8961	57.0661921708	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1085	LOC_1085_3	1712	3431	-1	572	6.29962158203	66.133	37.2674825175	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1086	LOC_1086_1	280	706	-1	141	4.99359130859	16.34708	39.5227659574	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1086	LOC_1086_2	781	1759	-1	325	6.12091064453	38.77145	51.6333230769	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG4142	80.0	53.9325842697	1.2e-24
LOC_1086	LOC_1086_3	1758	2187	-1	142	9.43328857422	15.85247	34.9183098592	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1088	LOC_1088_1	43	892	1	282	4.26690673828	31.13131	38.3932624113	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1088	LOC_1088_2	893	1340	1	148	5.02191162109	17.15283	29.9831756757	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1089	LOC_1089_1	2	197	-1	64	7.79425048828	6.98285	49.175	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1089	LOC_1089_2	346	853	1	168	5.19830322266	19.67175	32.8595238095	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
