accession,qseqid,qlen,sacc,staxids,sscinames,slen,pident,evalue,bitscore,length
DRR053213,NC_020859.1_30:1.1345,1345,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,91.365,0.0,1838,1355
DRR053213,NC_020859.1_31:1.1130,1130,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,96.549,0.0,1871,1130
DRR053213,NC_020859.1_32:1.1041,1041,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,99.712,0.0,1905,1040
DRR053213,NC_020859.1_33:1.1332,1332,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,90.458,0.0,1751,1331
DRR053213,NC_020859.1_34:1.1164,1164,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,95.451,0.0,1818,1143
DRR053213,NC_020859.1_35:1.1038,1038,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,98.651,0.0,1840,1038
DRR053213,NC_020859.1_367:1.1476,1476,NC_031944,1815521,Synechococcus phage S-WAM1,185102,91.176,0.0,1971,1462
DRR053213,NC_020859.1_37:1.1004,1004,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,97.410,0.0,1707,1004
DRR053213,NC_020859.1_3:1.3301,3301,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,94.622,0.0,5036,3254
DRR053213,NC_020859.1_481:1.1593,1593,NC_031944,1815521,Synechococcus phage S-WAM1,185102,87.202,0.0,1794,1594
DRR053213,NC_020859.1_49:1.1415,1415,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,88.288,0.0,1428,1221
DRR053213,NC_020859.1_4:1.3469,3469,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,91.625,0.0,4663,3379
DRR053213,NC_020859.1_51:1.1112,1112,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,93.504,0.0,1387,939
DRR053213,NC_020859.1_53:1.1041,1041,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,90.202,0.0,1338,1041
DRR053213,NC_020859.1_573:1.1035,1035,NC_031944,1815521,Synechococcus phage S-WAM1,185102,87.488,0.0,1192,1039
DRR053213,NC_020859.1_5:1.3769,3769,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,87.396,0.0,4102,3618
DRR053213,NC_020859.1_6:1.3955,3955,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,88.542,0.0,4026,3334
DRR053213,NC_020859.1_7:1.2681,2681,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,95.566,0.0,4292,2684
DRR053213,NC_020859.1_88:1.1334,1334,NC_021536,754039,Synechococcus phage S-IOM18,171797,89.275,0.0,1652,1324
DRR053213,NC_020859.1_8:1.2483,2483,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,96.345,0.0,4084,2490
DRR053213,NC_020859.1_9:1.2941,2941,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,89.151,0.0,3655,2968
DRR053213,NC_021536.1_10:1.1490,1490,NC_021536,754039,Synechococcus phage S-IOM18,171797,90.946,0.0,2004,1491
DRR053213,NC_021536.1_12:1.1511,1511,NC_021536,754039,Synechococcus phage S-IOM18,171797,90.297,0.0,1977,1515
DRR053213,NC_021536.1_13:1.1606,1606,NC_021536,754039,Synechococcus phage S-IOM18,171797,88.728,0.0,1919,1588
DRR053213,NC_021536.1_14:1.2138,2138,NC_021536,754039,Synechococcus phage S-IOM18,171797,85.129,0.0,1810,1782
DRR053213,NC_021536.1_160:1.1709,1709,NC_031944,1815521,Synechococcus phage S-WAM1,185102,89.474,0.0,2159,1710
DRR053213,NC_021536.1_17:1.1527,1527,NC_021536,754039,Synechococcus phage S-IOM18,171797,87.661,0.0,1615,1394
DRR053213,NC_021536.1_18:1.1105,1105,NC_021536,754039,Synechococcus phage S-IOM18,171797,92.495,0.0,1580,1106
DRR053213,NC_021536.1_1:1.6265,6265,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,85.148,0.0,6342,6309
DRR053213,NC_021536.1_219:1.1317,1317,NC_031944,1815521,Synechococcus phage S-WAM1,185102,92.280,0.0,1578,1114
DRR053213,NC_021536.1_23:1.1095,1095,NC_021536,754039,Synechococcus phage S-IOM18,171797,87.829,0.0,1282,1101
DRR053213,NC_021536.1_29:1.1003,1003,NC_021536,754039,Synechococcus phage S-IOM18,171797,85.204,0.0,1027,1007
DRR053213,NC_021536.1_2:1.3929,3929,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,88.542,0.0,4026,3334
DRR053213,NC_021536.1_32:1.1044,1044,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,93.380,0.0,1469,997
DRR053213,NC_021536.1_339:1.1138,1138,NC_031944,1815521,Synechococcus phage S-WAM1,185102,85.284,0.0,1146,1128
DRR053213,NC_021536.1_3:1.2633,2633,NC_021536,754039,Synechococcus phage S-IOM18,171797,89.061,0.0,3018,2450
DRR053213,NC_021536.1_42:1.1240,1240,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,85.309,0.0,1031,1021
DRR053213,NC_021536.1_44:1.1089,1089,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,99.082,0.0,1956,1089
DRR053213,NC_021536.1_4:1.2575,2575,NC_021536,754039,Synechococcus phage S-IOM18,171797,85.909,0.0,2558,2420
DRR053213,NC_021536.1_56:1.1081,1081,NC_015282,444859,Synechococcus phage S-SM1,174079,86.989,0.0,1205,1076
DRR053213,NC_021536.1_5:1.1711,1711,NC_021536,754039,Synechococcus phage S-IOM18,171797,89.311,0.0,2146,1712
DRR053213,NC_021536.1_7:1.1821,1821,NC_021536,754039,Synechococcus phage S-IOM18,171797,87.349,0.0,2080,1826
DRR053213,NC_021536.1_9:1.2487,2487,NC_020859,869662,Synechococcus phage S-RIM2 R1_1999,175430,87.435,0.0,2416,2117
DRR072200,Contig_1786_6.75657:1.2074,2074,NC_022750,1357825,Enterobacteria phage fiAA91-ss,33628,97.493,0.0,3542,2074
DRR072200,Contig_211_6.17787:1.1493,1493,NC_019723,1147146,Enterobacteria phage HK630,47090,98.391,0.0,2623,1492
DRR072200,Contig_234_6.24355:1.1843,1843,NC_028896,1649239,Escherichia phage pro147,32675,97.830,0.0,3182,1843
DRR072200,Contig_2864_6.82552:1.2003,2003,NC_004914,194949,Escherichia phage Stx2 II,62706,98.003,0.0,3478,2003
DRR072200,Contig_2925_6.97703:1.1805,1805,NC_019723,1147146,Enterobacteria phage HK630,47090,95.299,0.0,2865,1808
DRR072200,Contig_2934_8.3965:1.1334,1334,NC_001609,10680,Enterobacteria phage P4,11624,98.876,0.0,2381,1334
DRR072200,Contig_305_5.99897:1.2923,2923,NC_028943,1649240,Escherichia phage pro483,29237,98.050,0.0,5083,2923
DRR072200,Contig_3935_9:1.1982,1982,NC_011357,563769,Stx2-converting phage 1717,62147,98.373,0.0,3131,1782
DRR072200,Contig_407_6.78808:1.1379,1379,NC_022750,1357825,Enterobacteria phage fiAA91-ss,33628,97.825,0.0,2381,1379
DRR072200,Contig_4615_6.16652:1.1119,1119,NC_028943,1649240,Escherichia phage pro483,29237,98.481,0.0,1973,1119
DRR072200,Contig_4726_7.14783:1.2719,2719,NC_019723,1147146,Enterobacteria phage HK630,47090,98.492,0.0,4793,2718
DRR072200,Contig_58_6.38226:1.1001,1001,NC_022750,1357825,Enterobacteria phage fiAA91-ss,33628,98.501,0.0,1766,1001
DRR072200,Contig_826_7.08703:1.1215,1215,NC_019723,1147146,Enterobacteria phage HK630,47090,97.942,0.0,2106,1215
DRR072200,Contig_93_7.59253:1.1171,1171,NC_011356,564886,Enterobacteria phage YYZ-2008,54896,89.487,0.0,1480,1170
ERR011111,NC_024711.1_1:1.1249,1249,NC_024711,1211417,uncultured crAssphage,97065,95.543,0.0,1971,1234
ERR011130,NC_024711.1_11:1.3382,3382,NC_024711,1211417,uncultured crAssphage,97065,95.502,0.0,3088,1934
ERR011130,NC_024711.1_14:1.3625,3625,NC_024711,1211417,uncultured crAssphage,97065,95.247,0.0,5746,3640
ERR011130,NC_024711.1_17:1.1226,1226,NC_024711,1211417,uncultured crAssphage,97065,97.798,0.0,2115,1226
ERR011130,NC_024711.1_19:1.1946,1946,NC_024711,1211417,uncultured crAssphage,97065,99.112,0.0,3037,1689
ERR011130,NC_024711.1_25:1.1055,1055,NC_024711,1211417,uncultured crAssphage,97065,97.346,0.0,1794,1055
ERR011130,NC_024711.1_26:1.1334,1334,NC_024711,1211417,uncultured crAssphage,97065,98.876,0.0,2381,1334
ERR011130,NC_024711.1_2:1.2352,2352,NC_024711,1211417,uncultured crAssphage,97065,96.856,0.0,3932,2354
ERR011130,NC_024711.1_30:1.2909,2909,NC_024711,1211417,uncultured crAssphage,97065,96.737,0.0,4846,2911
ERR011130,NC_024711.1_31:1.1246,1246,NC_024711,1211417,uncultured crAssphage,97065,97.271,0.0,2113,1246
ERR011130,NC_024711.1_32:1.1358,1358,NC_024711,1211417,uncultured crAssphage,97065,95.287,0.0,2154,1358
ERR011130,NC_024711.1_39:1.1560,1560,NC_024711,1211417,uncultured crAssphage,97065,97.799,0.0,2663,1545
ERR011130,NC_024711.1_40:1.1667,1667,NC_024711,1211417,uncultured crAssphage,97065,98.020,0.0,2896,1667
ERR011130,NC_024711.1_42:1.1607,1607,NC_024711,1211417,uncultured crAssphage,97065,97.449,0.0,2741,1607
ERR011130,NC_024711.1_43:1.2307,2307,NC_024711,1211417,uncultured crAssphage,97065,98.006,0.0,4006,2307
ERR011130,NC_024711.1_44:1.1157,1157,NC_024711,1211417,uncultured crAssphage,97065,97.153,0.0,1954,1159
ERR011130,NC_024711.1_4:1.1749,1749,NC_024711,1211417,uncultured crAssphage,97065,98.914,0.0,3125,1749
ERR011130,NC_024711.1_54:1.1114,1114,NC_024711,1211417,uncultured crAssphage,97065,97.307,0.0,1892,1114
ERR011130,NC_024711.1_57:1.2693,2693,NC_024711,1211417,uncultured crAssphage,97065,99.146,0.0,4846,2694
ERR011130,NC_024711.1_58:1.1684,1684,NC_024711,1211417,uncultured crAssphage,97065,98.040,0.0,2928,1684
ERR011130,NC_024711.1_59:1.2437,2437,NC_024711,1211417,uncultured crAssphage,97065,98.153,0.0,4252,2437
ERR011130,NC_024711.1_5:1.1006,1006,NC_024711,1211417,uncultured crAssphage,97065,98.509,0.0,1775,1006
ERR011130,NC_024711.1_60:1.1158,1158,NC_024711,1211417,uncultured crAssphage,97065,97.582,0.0,1984,1158
ERR011130,NC_024711.1_63:1.1125,1125,NC_024711,1211417,uncultured crAssphage,97065,96.267,0.0,1844,1125
ERR011130,NC_024711.1_7:1.1436,1436,NC_024711,1211417,uncultured crAssphage,97065,98.955,0.0,2569,1436
ERR011130,NC_024711.1_8:1.9222,9222,NC_024711,1211417,uncultured crAssphage,97065,97.897,0.0,15956,9223
ERR011130,NC_024711.1_9:1.1294,1294,NC_024711,1211417,uncultured crAssphage,97065,96.902,0.0,2159,1291
ERR1110435,Contig_106_1341.56:1.2442,2442,NC_024711,1211417,uncultured crAssphage,97065,95.283,0.0,3181,2014
ERR1110435,Contig_110_1284.02:1.19829,19829,NC_024711,1211417,uncultured crAssphage,97065,97.627,0.0,30321,17698
ERR1110435,Contig_163_1363.83:1.2363,2363,NC_024711,1211417,uncultured crAssphage,97065,94.675,0.0,3646,2366
ERR1110435,Contig_214_1296.79:1.3198,3198,NC_024711,1211417,uncultured crAssphage,97065,94.271,0.0,4894,3212
ERR1110435,Contig_219_1362.77:1.1199,1199,NC_024711,1211417,uncultured crAssphage,97065,97.748,0.0,2065,1199
ERR1110435,Contig_403_1273.79:1.13461,13461,NC_024711,1211417,uncultured crAssphage,97065,98.510,0.0,19302,10941
ERR1110435,Contig_451_1285.11:1.33303,33303,NC_024711,1211417,uncultured crAssphage,97065,97.165,0.0,46527,27553
ERR1110468,NC_024711.1_5:1.13544,13544,NC_024711,1211417,uncultured crAssphage,97065,98.513,0.0,19341,10962
ERR1110468,NC_024711.1_9:1.1122,1122,NC_024711,1211417,uncultured crAssphage,97065,94.924,0.0,1757,1123
ERR1136610,Contig_10689_4.69916:1.1323,1323,NC_028826,1718158,Enterococcus phage IME-EFm5,42265,90.509,0.0,1740,1317
ERR1136610,Contig_14092_5.64937:1.1523,1523,NC_028826,1718158,Enterococcus phage IME-EFm5,42265,91.339,0.0,2076,1524
ERR1136610,Contig_33683_6.72433:1.2182,2182,NC_028826,1718158,Enterococcus phage IME-EFm5,42265,93.538,0.0,3249,2182
ERR1136610,Contig_33684_6.77968:1.1191,1191,NC_024356,1445858,Enterococcus phage IME-EFm1,42597,87.817,0.0,1380,1182
ERR1136610,Contig_44887_5.4207:1.1199,1199,NC_024356,1445858,Enterococcus phage IME-EFm1,42597,96.000,0.0,1947,1200
ERR1136610,Contig_7117_6.32167:1.1621,1621,NC_024356,1445858,Enterococcus phage IME-EFm1,42597,91.128,0.0,2194,1623
ERR1137007,Contig_104605_15.9763:1.1033,1033,NC_011976,348058,Salmonella phage epsilon34,43016,97.386,0.0,1755,1033
ERR1137007,Contig_105305_17.3737:1.1216,1216,NC_011356,564886,Enterobacteria phage YYZ-2008,54896,99.074,0.0,2134,1188
ERR1137007,Contig_122175_14.5497:1.3178,3178,NC_027398,1524881,Enterobacteria phage Sf101,38742,96.354,0.0,5225,3182
ERR1137007,Contig_47304_15.0693:1.2069,2069,NC_005344,10761,Shigella virus Sf6,39043,98.454,0.0,3304,1876
ERR1137007,Contig_62173_16.5004:1.1185,1185,NC_019711,1147148,Enterobacteria phage HK629,47288,98.987,0.0,2122,1185
ERR1137007,Contig_68863_10.0691:1.1105,1105,NC_019723,1147146,Enterobacteria phage HK630,47090,98.643,0.0,1958,1105
ERR1137007,Contig_70717_13.7818:1.1193,1193,NC_019716,1147152,Enterobacteria phage mEp460,44510,99.392,0.0,2089,1152
ERR1137007,Contig_80617_13.8902:1.1341,1341,NC_027398,1524881,Enterobacteria phage Sf101,38742,97.092,0.0,2261,1341
ERR1137007,Contig_80884_10.2959:1.1828,1828,NC_019723,1147146,Enterobacteria phage HK630,47090,98.304,0.0,3205,1828
ERR1137007,Contig_82986_9.91064:1.1307,1307,NC_019723,1147146,Enterobacteria phage HK630,47090,97.552,0.0,2237,1307
ERR1137007,Contig_91868_11.2176:1.1086,1086,NC_019723,1147146,Enterobacteria phage HK630,47090,98.619,0.0,1923,1086
ERR1137007,Contig_9504_11.5329:1.1750,1750,NC_019723,1147146,Enterobacteria phage HK630,47090,96.178,0.0,2863,1753
ERR1137007,Contig_96712_11.2643:1.1333,1333,NC_019723,1147146,Enterobacteria phage HK630,47090,99.700,0.0,2440,1333
ERR1137316,Contig_10819_10.7453:1.2022,2022,NC_024711,1211417,uncultured crAssphage,97065,97.825,0.0,3491,2023
ERR1137316,Contig_11679_10.1637:1.2158,2158,NC_024711,1211417,uncultured crAssphage,97065,97.498,0.0,3687,2158
ERR1137316,Contig_1424_10.7776:1.1180,1180,NC_024711,1211417,uncultured crAssphage,97065,96.186,0.0,1930,1180
ERR1137316,Contig_15350_9.35137:1.1739,1739,NC_024711,1211417,uncultured crAssphage,97065,99.137,0.0,3129,1739
ERR1137316,Contig_1573_9.04378:1.1756,1756,NC_024711,1211417,uncultured crAssphage,97065,97.217,0.0,2976,1761
ERR1137316,Contig_15900_9.5331:1.1757,1757,NC_024711,1211417,uncultured crAssphage,97065,96.244,0.0,2868,1757
ERR1137316,Contig_16723_9.13231:1.2242,2242,NC_024711,1211417,uncultured crAssphage,97065,98.082,0.0,3903,2242
ERR1137316,Contig_17718_10.2809:1.1145,1145,NC_024711,1211417,uncultured crAssphage,97065,96.447,0.0,1895,1154
ERR1137316,Contig_1839_10.1629:1.1898,1898,NC_024711,1211417,uncultured crAssphage,97065,98.525,0.0,3350,1898
ERR1137316,Contig_19371_12.3466:1.1024,1024,NC_024711,1211417,uncultured crAssphage,97065,97.070,0.0,1725,1024
ERR1137316,Contig_19517_10.7684:1.3712,3712,NC_024711,1211417,uncultured crAssphage,97065,97.011,0.0,6240,3713
ERR1137316,Contig_22125_11.0663:1.1287,1287,NC_024711,1211417,uncultured crAssphage,97065,98.446,0.0,2266,1287
ERR1137316,Contig_24372_10.1705:1.3147,3147,NC_024711,1211417,uncultured crAssphage,97065,97.140,0.0,5313,3147
ERR1137316,Contig_24536_8.41166:1.1152,1152,NC_024711,1211417,uncultured crAssphage,97065,98.872,0.0,2056,1152
ERR1137316,Contig_24705_10.3336:1.1084,1084,NC_024711,1211417,uncultured crAssphage,97065,97.415,0.0,1845,1083
ERR1137316,Contig_26827_10.858:1.1435,1435,NC_024711,1211417,uncultured crAssphage,97065,92.753,0.0,2074,1435
ERR1137316,Contig_26937_9.95684:1.1109,1109,NC_024711,1211417,uncultured crAssphage,97065,95.041,0.0,1740,1109
ERR1137316,Contig_26986_10.6539:1.1589,1589,NC_024711,1211417,uncultured crAssphage,97065,97.205,0.0,2479,1467
ERR1137316,Contig_27951_9.47103:1.1090,1090,NC_024711,1211417,uncultured crAssphage,97065,98.258,0.0,1908,1091
ERR1137316,Contig_30013_10.7612:1.1695,1695,NC_024711,1211417,uncultured crAssphage,97065,96.106,0.0,2765,1695
ERR1137316,Contig_30101_9.94541:1.1394,1394,NC_024711,1211417,uncultured crAssphage,97065,98.278,0.0,2442,1394
ERR1137316,Contig_30291_10.3301:1.1456,1456,NC_024711,1211417,uncultured crAssphage,97065,99.245,0.0,2628,1456
ERR1137316,Contig_30839_9.49371:1.4628,4628,NC_024711,1211417,uncultured crAssphage,97065,98.400,0.0,8130,4625
ERR1137316,Contig_30951_9.16244:1.1676,1676,NC_024711,1211417,uncultured crAssphage,97065,98.150,0.0,2924,1676
ERR1137316,Contig_3167_9.24444:1.1595,1595,NC_024711,1211417,uncultured crAssphage,97065,97.868,0.0,2758,1595
ERR1137316,Contig_33860_10.3332:1.2196,2196,NC_024711,1211417,uncultured crAssphage,97065,98.179,0.0,3834,2196
ERR1137316,Contig_35848_10.6053:1.2341,2341,NC_024711,1211417,uncultured crAssphage,97065,92.613,0.0,2806,1963
ERR1137316,Contig_36003_9.41431:1.1082,1082,NC_024711,1211417,uncultured crAssphage,97065,96.488,0.0,1788,1082
ERR1137316,Contig_36086_4.17157:1.1005,1005,NC_019721,1147158,Enterobacterial phage mEp390,40029,89.409,0.0,1022,812
ERR1137316,Contig_37513_9.34617:1.2123,2123,NC_024711,1211417,uncultured crAssphage,97065,98.351,0.0,3727,2123
ERR1137316,Contig_38813_11.5727:1.4385,4385,NC_024711,1211417,uncultured crAssphage,97065,96.512,0.0,7247,4386
ERR1137316,Contig_4047_9.23786:1.1050,1050,NC_024711,1211417,uncultured crAssphage,97065,97.905,0.0,1818,1050
ERR1137316,Contig_4931_10.3275:1.1739,1739,NC_024711,1211417,uncultured crAssphage,97065,98.160,0.0,3035,1739
ERR1137316,Contig_5548_9.62807:1.1160,1160,NC_024711,1211417,uncultured crAssphage,97065,96.466,0.0,1916,1160
ERR1137316,Contig_8349_12.7323:1.1320,1320,NC_024711,1211417,uncultured crAssphage,97065,98.561,0.0,2333,1320
ERR1137316,Contig_8430_11.3599:1.1487,1487,NC_024711,1211417,uncultured crAssphage,97065,96.638,0.0,2466,1487
ERR1137316,Contig_8750_11.4049:1.1576,1576,NC_024711,1211417,uncultured crAssphage,97065,90.523,0.0,1709,1319
ERR1137316,Contig_9534_9.99015:1.1035,1035,NC_024711,1211417,uncultured crAssphage,97065,99.517,0.0,1884,1035
ERR1137419,Contig_12487_7.28657:1.1189,1189,NC_024711,1211417,uncultured crAssphage,97065,98.472,0.0,1845,1047
ERR1137419,Contig_15695_6.70611:1.1034,1034,NC_024711,1211417,uncultured crAssphage,97065,97.776,0.0,1783,1034
ERR1137419,Contig_2270_5.79749:1.1136,1136,NC_024711,1211417,uncultured crAssphage,97065,96.743,0.0,1893,1136
ERR1137419,Contig_34483_7.14791:1.1122,1122,NC_024711,1211417,uncultured crAssphage,97065,98.841,0.0,2001,1122
ERR1137419,Contig_42910_6.96761:1.1440,1440,NC_024711,1211417,uncultured crAssphage,97065,97.917,0.0,2494,1440
ERR1137419,Contig_43637_6.12757:1.1235,1235,NC_024711,1211417,uncultured crAssphage,97065,98.057,0.0,2148,1235
ERR1137419,Contig_44430_6.5524:1.1289,1289,NC_024711,1211417,uncultured crAssphage,97065,96.327,0.0,2013,1225
ERR1137419,Contig_44978_5.50141:1.1085,1085,NC_024711,1211417,uncultured crAssphage,97065,95.068,0.0,1711,1095
ERR1137419,Contig_45819_6.34514:1.1008,1008,NC_024711,1211417,uncultured crAssphage,97065,96.925,0.0,1690,1008
ERR1137419,Contig_56670_6.94954:1.2279,2279,NC_024711,1211417,uncultured crAssphage,97065,97.586,0.0,3903,2278
ERR1137419,Contig_56675_6.6967:1.1019,1019,NC_024711,1211417,uncultured crAssphage,97065,98.626,0.0,1805,1019
ERR1137615,Contig_1058_8.8096:1.2499,2499,NC_024711,1211417,uncultured crAssphage,97065,95.038,0.0,3928,2499
ERR1137615,Contig_1185_9.75339:1.1423,1423,NC_024711,1211417,uncultured crAssphage,97065,96.486,0.0,2351,1423
ERR1137615,Contig_1255_10.105:1.1429,1429,NC_024711,1211417,uncultured crAssphage,97065,94.126,0.0,2174,1430
ERR1137615,Contig_1268_9.13222:1.1283,1283,NC_024711,1211417,uncultured crAssphage,97065,88.383,0.0,1509,1274
ERR1137615,Contig_1441_8.80142:1.1148,1148,NC_024711,1211417,uncultured crAssphage,97065,88.448,0.0,1371,1160
ERR1137615,Contig_1542_9.16526:1.2041,2041,NC_024711,1211417,uncultured crAssphage,97065,98.677,0.0,3620,2041
ERR1137615,Contig_1568_9.34291:1.3674,3674,NC_024711,1211417,uncultured crAssphage,97065,97.388,0.0,6253,3675
ERR1137615,Contig_1569_9.71317:1.1934,1934,NC_024711,1211417,uncultured crAssphage,97065,92.212,0.0,2734,1939
ERR1137615,Contig_1772_9.83204:1.2211,2211,NC_024711,1211417,uncultured crAssphage,97065,89.595,0.0,2802,2220
ERR1137615,Contig_1965_8.69295:1.1580,1580,NC_024711,1211417,uncultured crAssphage,97065,97.441,0.0,2466,1446
ERR1137615,Contig_2026_9.50981:1.2211,2211,NC_024711,1211417,uncultured crAssphage,97065,98.010,0.0,3840,2211
ERR1137615,Contig_2060_8.4025:1.2102,2102,NC_024711,1211417,uncultured crAssphage,97065,91.452,0.0,2870,2094
ERR1137615,Contig_2195_9.31172:1.2102,2102,NC_024711,1211417,uncultured crAssphage,97065,97.432,0.0,3583,2103
ERR1137615,Contig_2308_10.5309:1.1316,1316,NC_024711,1211417,uncultured crAssphage,97065,90.894,0.0,1648,1230
ERR1137615,Contig_327_8.97867:1.3583,3583,NC_024711,1211417,uncultured crAssphage,97065,97.572,0.0,6135,3583
ERR1137615,Contig_349_10.0582:1.1360,1360,NC_024711,1211417,uncultured crAssphage,97065,98.822,0.0,2420,1358
ERR1137615,Contig_35_9.16466:1.5334,5334,NC_024711,1211417,uncultured crAssphage,97065,97.657,0.0,9158,5334
ERR1137615,Contig_376_6.6859:1.1077,1077,NC_024711,1211417,uncultured crAssphage,97065,92.810,0.0,1531,1057
ERR1137615,Contig_503_8.25656:1.2955,2955,NC_024711,1211417,uncultured crAssphage,97065,96.822,0.0,4937,2958
ERR1137615,Contig_519_9.35518:1.6245,6245,NC_024711,1211417,uncultured crAssphage,97065,91.086,0.0,8436,6260
ERR1137615,Contig_565_9.64486:1.2129,2129,NC_024711,1211417,uncultured crAssphage,97065,96.383,0.0,3506,2129
ERR1137615,Contig_57_9.6269:1.1269,1269,NC_024711,1211417,uncultured crAssphage,97065,85.635,0.0,1321,1267
ERR1137615,Contig_591_7.33524:1.1419,1419,NC_024711,1211417,uncultured crAssphage,97065,96.927,0.0,2119,1269
ERR1137615,Contig_598_8.86146:1.2900,2900,NC_024711,1211417,uncultured crAssphage,97065,97.342,0.0,4410,2596
ERR1137615,Contig_81_9.19718:1.1790,1790,NC_024711,1211417,uncultured crAssphage,97065,91.627,0.0,2030,1469
ERR1137615,Contig_909_9.30011:1.1876,1876,NC_024711,1211417,uncultured crAssphage,97065,93.607,0.0,2796,1877
ERR1137674,NC_024711.1_3:1.23782,23782,NC_024711,1211417,uncultured crAssphage,97065,97.480,0.0,39004,22860
ERR1137689,Contig_35337_23.102:1.2452,2452,NC_001422,10847,Escherichia virus phiX174,5386,99.837,0.0,4506,2452
ERR1293521,NC_024711.1_1:1.1223,1223,NC_024711,1211417,uncultured crAssphage,97065,99.182,0.0,2204,1223
ERR1293521,NC_024711.1_2:1.1123,1123,NC_024711,1211417,uncultured crAssphage,97065,94.275,0.0,1711,1118
ERR1293584,Contig_13597_64.7373:1.3317,3317,NC_016770,1105171,Bacteroides phage B124-14,47159,98.462,0.0,5842,3317
