accession,qseqid,qlen,sacc,staxids,sscinames,slen,pident,evalue,bitscore,length
DRR053213,NC_021536.1_64:1.1059,1059,NC_015289,445685,Synechococcus phage S-SSM5,176184,81.140,1.00e-154,549,684
DRR053213,NC_021536.1_6:1.2538,2538,NC_031903,1883365,Synechococcus phage S-CAM22,172345,81.290,0.0,1971,2480
DRR053213,NC_021536.1_75:1.1288,1288,NC_008296,382359,Synechococcus phage syn9,177300,82.043,0.0,784,930
DRR053213,NC_021536.1_87:1.1985,1985,NC_031903,1883365,Synechococcus phage S-CAM22,172345,74.739,3.21e-147,525,1247
DRR053213,NC_021536.1_89:1.1053,1053,NC_031922,1883369,Synechococcus phage S-CAM9,174830,79.512,1.66e-157,558,820
DRR053213,NC_021536.1_8:1.2411,2411,NC_015282,444859,Synechococcus phage S-SM1,174079,82.438,0.0,2015,2363
DRR053213,NC_021536.1_93:1.1156,1156,NC_021072,536474,Cyanophage Syn30,178807,81.686,5.18e-143,510,617
DRR072200,Contig_202_5.64787:1.1102,1102,NC_019723,1147146,Enterobacteria phage HK630,47090,81.295,0.0,872,1112
ERR1136610,Contig_47579_6.28328:1.2724,2724,NC_028826,1718158,Enterococcus phage IME-EFm5,42265,82.657,0.0,1482,1701
ERR1137413,Contig_44455_8.46634:1.1654,1654,NC_024711,1211417,uncultured crAssphage,97065,76.318,0.0,749,1461
ERR1137615,Contig_1802_8.78188:1.5109,5109,NC_024711,1211417,uncultured crAssphage,97065,83.660,0.0,3443,3727
ERR1293497,Contig_25807_7.7923:1.1344,1344,NC_024711,1211417,uncultured crAssphage,97065,75.058,9.90e-156,553,1295
ERR1301407,Contig_946_18.8504:1.1430,1430,NC_005859,10726,Escherichia virus T5,121750,78.029,1.83e-128,462,751
ERR1301779,Contig_22768_8.82996:1.1008,1008,NC_009540,245685,Escherichia virus TLS,49902,78.417,1.29e-123,446,695
ERR1301779,Contig_26584_11.3866:1.1360,1360,NC_031026,1837218,Salmonella phage phSE-2,49167,74.802,1.72e-133,479,1135
ERR1301779,Contig_29620_5.58898:1.1290,1290,NC_005859,10726,Escherichia virus T5,121750,80.749,0.0,743,961
ERR1301779,Contig_33711_7.67625:1.1342,1342,NC_031026,1837218,Salmonella phage phSE-2,49167,73.807,1.34e-119,433,1111
ERR1301779,Contig_43753_72.5545:1.1553,1553,NC_027398,1524881,Enterobacteria phage Sf101,38742,74.581,1.64e-84,316,775
ERR1302620,NC_001472.1_1:1.1893,1893,NC_004441,64141,Porcine enterovirus 9,7388,83.377,0.0,1748,1895
ERR1306540,Contig_10812_25.246:1.1565,1565,NC_018843,1177632,Salmonella phage SSU5,103299,77.160,0.0,706,1296
ERR1306540,Contig_11379_26.8045:1.3386,3386,NC_018843,1177632,Salmonella phage SSU5,103299,80.875,0.0,2634,3383
ERR1306540,Contig_11397_24.6409:1.4389,4389,NC_018843,1177632,Salmonella phage SSU5,103299,79.987,0.0,2156,2973
ERR1306540,Contig_12186_27.2656:1.5397,5397,NC_018843,1177632,Salmonella phage SSU5,103299,79.826,0.0,1997,2756
ERR1306540,Contig_1310_25.098:1.2356,2356,NC_018843,1177632,Salmonella phage SSU5,103299,79.789,0.0,1701,2365
ERR1306540,Contig_1964_35.3961:1.3693,3693,NC_018843,1177632,Salmonella phage SSU5,103299,75.976,0.0,1840,3638
ERR1306540,Contig_2963_25.5371:1.11151,11151,NC_018843,1177632,Salmonella phage SSU5,103299,81.310,0.0,9005,11204
ERR1306540,Contig_3686_25.7429:1.1175,1175,NC_027364,1273738,Escherichia phage PBECO 4,348113,77.133,0.0,647,1172
ERR1306540,Contig_5240_29.1515:1.6325,6325,NC_018843,1177632,Salmonella phage SSU5,103299,76.352,0.0,2750,5269
ERR1306540,Contig_5494_24.903:1.1371,1371,NC_018843,1177632,Salmonella phage SSU5,103299,81.625,0.0,1110,1366
ERR1306540,Contig_8572_28.2727:1.1201,1201,NC_018843,1177632,Salmonella phage SSU5,103299,84.040,0.0,950,990
ERR1306540,Contig_9358_25.4004:1.1114,1114,NC_018843,1177632,Salmonella phage SSU5,103299,82.854,0.0,931,1079
ERR1306541,Contig_4235_8.75943:1.1292,1292,NC_028699,1647463,Salmonella phage SEN34,40740,81.434,0.0,689,851
ERR1306541,Contig_5537_7.95173:1.2133,2133,NC_028699,1647463,Salmonella phage SEN34,40740,77.742,0.0,1103,1878
ERR1306541,Contig_6110_8.94856:1.3014,3014,NC_028699,1647463,Salmonella phage SEN34,40740,84.757,0.0,3000,2998
ERR1306541,Contig_6404_6.61237:1.1297,1297,NC_019927,984186,Cronobacter phage ENT47670,47611,83.410,0.0,1199,1302
ERR1306541,Contig_6858_7.33223:1.1832,1832,NC_028699,1647463,Salmonella phage SEN34,40740,79.207,0.0,697,1034
ERR1306541,Contig_8034_5.82283:1.1115,1115,NC_018843,1177632,Salmonella phage SSU5,103299,78.302,4.95e-148,527,848
ERR1306541,Contig_8810_6.95868:1.1811,1811,NC_016158,906669,Escherichia phage HK639,49576,83.915,0.0,1033,1088
ERR1306543,NC_018859.1_9:1.5713,5713,NC_023593,1436889,Escherichia phage KBNP1711,76184,80.040,0.0,3326,4524
ERR1306544,Contig_1325_20.4908:1.3133,3133,NC_018843,1177632,Salmonella phage SSU5,103299,81.134,0.0,2473,3122
ERR1306544,Contig_2789_18.8516:1.1031,1031,NC_018843,1177632,Salmonella phage SSU5,103299,79.960,0.0,721,1003
ERR1306544,Contig_8054_10.7613:1.1214,1214,NC_019488,929814,Salmonella phage RE-2010,34117,81.912,0.0,968,1161
ERR1306544,NC_010106.1_17:1.1019,1019,NC_010106,451705,Enterobacteria phage phiEcoM-GJ1,52975,82.960,0.0,913,1027
ERR1306544,NC_010106.1_18:1.1067,1067,NC_010106,451705,Enterobacteria phage phiEcoM-GJ1,52975,83.505,0.0,891,970
ERR1306544,NC_010106.1_26:1.1127,1127,NC_010106,451705,Enterobacteria phage phiEcoM-GJ1,52975,83.819,0.0,647,686
ERR1306544,NC_018859.1_10:1.2190,2190,NC_023593,1436889,Escherichia phage KBNP1711,76184,82.710,0.0,1552,1764
ERR1306544,NC_018859.1_11:1.1306,1306,NC_023593,1436889,Escherichia phage KBNP1711,76184,77.238,0.0,752,1296
ERR1306544,NC_018859.1_7:1.3655,3655,NC_010324,490103,Escherichia virus phiEco32,77554,84.568,0.0,2036,2106
ERR1306544,NC_027364.1_251:1.1214,1214,NC_018843,1177632,Salmonella phage SSU5,103299,78.757,0.0,797,1191
ERR1306544,NC_027364.1_85:1.2004,2004,NC_027364,1273738,Escherichia phage PBECO 4,348113,84.637,0.0,1037,1061
ERR1411154,Contig_3519_5.86367:1.1311,1311,NC_018275,1168548,Salmonella phage vB_SemP_Emek,39783,75.535,2.68e-156,555,1169
ERR1449733,Contig_48844_7.41537:1.1113,1113,NC_018843,1177632,Salmonella phage SSU5,103299,73.002,1.22e-54,217,663
ERR1539472,Contig_32607_16.3512:1.1529,1529,NC_024711,1211417,uncultured crAssphage,97065,75.752,5.40e-134,481,998
ERR1543946,Contig_19_226.766:1.7234,7234,NC_028699,1647463,Salmonella phage SEN34,40740,84.801,0.0,3716,3724
ERR1600431,Contig_129_215.378:1.1781,1781,NC_019704,1147151,Enterobacteria phage mEp237,44375,84.143,0.0,1133,1173
ERR1600431,Contig_1875_18.8115:1.2206,2206,NC_019488,929814,Salmonella phage RE-2010,34117,80.131,0.0,902,1223
ERR1711614,Contig_10664_18.6983:1.2900,2900,NC_019723,1147146,Enterobacteria phage HK630,47090,77.835,0.0,1733,2928
ERR1711796,Contig_16828_6.54318:1.2058,2058,NC_029015,1647465,Salmonella phage SEN4,33509,80.049,0.0,1469,2035
ERR1711796,Contig_169972_6.83318:1.1135,1135,NC_029015,1647465,Salmonella phage SEN4,33509,83.139,0.0,1016,1115
ERR1711796,Contig_21904_7.49817:1.1935,1935,NC_029015,1647465,Salmonella phage SEN4,33509,80.877,0.0,937,1208
ERR1711796,Contig_71816_5.8798:1.1634,1634,NC_019704,1147151,Enterobacteria phage mEp237,44375,76.909,0.0,904,1637
ERR1711796,Contig_80155_7.08103:1.1143,1143,NC_029003,1647455,Salmonella phage SEN1,29733,78.336,0.0,671,1094
ERR1717097,NC_031075.1_4:1.2036,2036,NC_001629,36343,Lactococcus virus bIL67,22195,84.288,0.0,1164,1222
ERR1719010,Contig_5913_9.74277:1.2683,2683,NC_006949,101570,Enterobacteria phage ES18,46900,84.083,0.0,2584,2689
ERR1719010,Contig_8165_8.07241:1.3003,3003,NC_019927,984186,Cronobacter phage ENT47670,47611,82.379,0.0,1565,1816
ERR1719010,Contig_8705_12.3677:1.2038,2038,NC_011357,563769,Stx2-converting phage 1717,62147,83.125,0.0,1672,1843
ERR1727375,Contig_3378_10.6717:1.1616,1616,NC_013645,633135,Streptococcus virus phiAbc2,34882,84.600,0.0,989,1000
ERR1727594,Contig_89243_5.43401:1.1884,1884,NC_024711,1211417,uncultured crAssphage,97065,77.814,0.0,732,1217
ERR1728227,Contig_25233_6.00421:1.1207,1207,NC_003444,55884,Enterobacteria phage SfV,37074,77.863,0.0,715,1170
ERR1728227,Contig_29323_11.491:1.1242,1242,NC_028767,1636261,Paenibacillus phage Vegas,45653,69.789,3.92e-30,135,950
ERR1728227,Contig_48862_4.79612:1.1153,1153,NC_019488,929814,Salmonella phage RE-2010,34117,82.222,2.40e-141,505,585
ERR1728348,Contig_25773_4.40548:1.1041,1041,NC_022749,1407493,Shigella phage SfIV,39758,82.055,2.15e-146,521,613
ERR1728348,Contig_61678_6.99348:1.2014,2014,NC_003444,55884,Enterobacteria phage SfV,37074,78.797,0.0,1332,1995
ERR1766282,Contig_25574_16.8684:1.1502,1502,NC_024711,1211417,uncultured crAssphage,97065,75.730,1.15e-130,470,993
ERR1857044,Contig_69329_8.39647:1.2285,2285,NC_024711,1211417,uncultured crAssphage,97065,76.126,0.0,719,1487
ERR1857055,Contig_15528_11.9508:1.1301,1301,NC_003444,55884,Enterobacteria phage SfV,37074,77.871,0.0,785,1306
ERR1857055,Contig_2282_10:1.2353,2353,NC_019488,929814,Salmonella phage RE-2010,34117,81.949,0.0,1646,1950
ERR1857055,Contig_27941_10.492:1.1892,1892,NC_019488,929814,Salmonella phage RE-2010,34117,78.363,0.0,979,1539
ERR1857055,Contig_43902_11.2052:1.1443,1443,NC_028699,1647463,Salmonella phage SEN34,40740,74.028,1.86e-123,446,1132
ERR1857055,Contig_66071_10.3813:1.2569,2569,NC_019488,929814,Salmonella phage RE-2010,34117,83.936,0.0,1901,1992
ERR1913032,NC_024711.1_12:1.1588,1588,NC_024711,1211417,uncultured crAssphage,97065,83.798,0.0,1275,1364
ERR1913032,NC_024711.1_19:1.1024,1024,NC_024711,1211417,uncultured crAssphage,97065,82.960,0.0,907,1027
ERR1913032,NC_024711.1_7:1.1861,1861,NC_024711,1211417,uncultured crAssphage,97065,81.346,0.0,1476,1887
ERR1913138,Contig_5046_5.85123:1.1035,1035,NC_018843,1177632,Salmonella phage SSU5,103299,74.906,5.22e-58,228,534
ERR1913430,Contig_21834_5.854:1.1020,1020,NC_005354,139872,Lactobacillus prophage Lj928,38384,82.568,0.0,845,958
ERR1913430,Contig_26260_5.3814:1.1740,1740,NC_007924,363555,Lactobacillus phage KC5a,38239,84.576,0.0,1707,1744
ERR1913430,Contig_5874_8.80602:1.1515,1515,NC_005354,139872,Lactobacillus prophage Lj928,38384,79.747,0.0,640,948
ERR1913430,Contig_8995_7.12685:1.1234,1234,NC_005354,139872,Lactobacillus prophage Lj928,38384,81.099,0.0,970,1238
ERR1913691,Contig_2092_13.0275:1.1109,1109,NC_019782,1206110,Lactobacillus phage phiAQ113,36566,84.518,0.0,1096,1111
ERR1913691,Contig_30808_12.6798:1.1188,1188,NC_019782,1206110,Lactobacillus phage phiAQ113,36566,83.363,0.0,1035,1124
ERR1913691,Contig_45082_7.29882:1.1121,1121,NC_019782,1206110,Lactobacillus phage phiAQ113,36566,84.143,0.0,1050,1091
ERR1913691,Contig_46902_10.3212:1.1421,1421,NC_019782,1206110,Lactobacillus phage phiAQ113,36566,84.017,0.0,887,926
ERR1913801,Contig_11051_25.1472:1.3627,3627,NC_018843,1177632,Salmonella phage SSU5,103299,79.797,0.0,2627,3638
ERR1913801,Contig_11601_25.4452:1.3061,3061,NC_018843,1177632,Salmonella phage SSU5,103299,75.211,0.0,1170,2602
ERR1913801,Contig_15229_26.6378:1.1707,1707,NC_029003,1647455,Salmonella phage SEN1,29733,81.594,0.0,1386,1706
ERR1913801,Contig_15317_26.7682:1.3463,3463,NC_018843,1177632,Salmonella phage SSU5,103299,79.605,0.0,1295,1824
ERR1913801,Contig_1658_27.5039:1.2935,2935,NC_018843,1177632,Salmonella phage SSU5,103299,84.620,0.0,1701,1710
ERR1913801,Contig_20469_31.4062:1.8024,8024,NC_018843,1177632,Salmonella phage SSU5,103299,75.413,0.0,3402,7264
ERR1913801,Contig_22404_29.2118:1.5780,5780,NC_018843,1177632,Salmonella phage SSU5,103299,79.368,0.0,3917,5637
ERR1913801,Contig_23577_24.6598:1.1240,1240,NC_018843,1177632,Salmonella phage SSU5,103299,79.065,5.33e-173,610,941
ERR1913801,Contig_26654_25.0331:1.3192,3192,NC_018843,1177632,Salmonella phage SSU5,103299,80.868,0.0,2497,3204
ERR1913801,Contig_27622_26.7476:1.1902,1902,NC_018843,1177632,Salmonella phage SSU5,103299,83.737,0.0,933,990
ERR1913801,Contig_2982_26.8833:1.1460,1460,NC_018843,1177632,Salmonella phage SSU5,103299,74.338,3.93e-145,518,1321
ERR1913801,Contig_33777_29.659:1.10960,10960,NC_018843,1177632,Salmonella phage SSU5,103299,81.906,0.0,9184,10998
ERR1913801,Contig_33854_29.5701:1.2709,2709,NC_001609,10680,Enterobacteria phage P4,11624,79.715,0.0,1842,2598
ERR1913801,Contig_3903_28.189:1.2232,2232,NC_018843,1177632,Salmonella phage SSU5,103299,80.135,0.0,1640,2230
ERR1913817,Contig_15859_29.6615:1.1707,1707,NC_029003,1647455,Salmonella phage SEN1,29733,81.594,0.0,1386,1706
ERR1913817,Contig_16823_30.2254:1.2363,2363,NC_018843,1177632,Salmonella phage SSU5,103299,75.475,0.0,1098,2369
ERR1913817,Contig_1947_29.4339:1.5745,5745,NC_018843,1177632,Salmonella phage SSU5,103299,81.513,0.0,4702,5750
ERR1913817,Contig_23594_29.3225:1.9026,9026,NC_018843,1177632,Salmonella phage SSU5,103299,79.368,0.0,3917,5637
ERR1913817,Contig_24870_26.2098:1.1240,1240,NC_018843,1177632,Salmonella phage SSU5,103299,79.065,5.33e-173,610,941
ERR1913817,Contig_29259_32.4261:1.1902,1902,NC_018843,1177632,Salmonella phage SSU5,103299,83.737,0.0,933,990
ERR1913817,Contig_30121_28.7206:1.2976,2976,NC_018843,1177632,Salmonella phage SSU5,103299,84.423,0.0,1731,1759
ERR1913817,Contig_3069_32.5688:1.1460,1460,NC_018843,1177632,Salmonella phage SSU5,103299,74.338,3.93e-145,518,1321
ERR1913817,Contig_35798_33.3627:1.2008,2008,NC_018843,1177632,Salmonella phage SSU5,103299,80.320,0.0,1493,2002
ERR1913817,Contig_35878_26.9975:1.2024,2024,NC_001609,10680,Enterobacteria phage P4,11624,81.229,0.0,1622,2035
ERR1913817,Contig_3718_36.3271:1.5446,5446,NC_018843,1177632,Salmonella phage SSU5,103299,75.801,0.0,1827,3682
ERR1913817,Contig_390_27.9717:1.5066,5066,NC_018843,1177632,Salmonella phage SSU5,103299,81.003,0.0,3123,3969
ERR1914119,Contig_9130_5.44439:1.1890,1890,NC_024711,1211417,uncultured crAssphage,97065,72.619,9.30e-83,311,1092
ERR1915154,Contig_24320_21.3468:1.3108,3108,NC_019782,1206110,Lactobacillus phage phiAQ113,36566,79.640,0.0,1628,2333
ERR1915209,Contig_16610_5.21067:1.1088,1088,NC_018843,1177632,Salmonella phage SSU5,103299,83.824,0.0,1035,1088
ERR1915209,Contig_20646_5.26298:1.1214,1214,NC_018843,1177632,Salmonella phage SSU5,103299,78.625,5.22e-173,610,931
ERR1915211,Contig_2513_5.43227:1.1216,1216,NC_018843,1177632,Salmonella phage SSU5,103299,80.263,0.0,917,1216
ERR1915472,Contig_32074_5.43861:1.1543,1543,NC_019782,1206110,Lactobacillus phage phiAQ113,36566,78.414,0.0,865,1362
ERR2001076,Contig_1202_4.46364:1.1010,1010,NC_027378,1540098,Escherichia phage Seurat,56776,81.188,1.02e-109,399,505
ERR2001076,Contig_1784_64.9812:1.3843,3843,NC_027335,1498168,Enterococcus phage ECP3,145518,79.763,0.0,2721,3879
ERR2001076,Contig_1804_58.3836:1.1936,1936,NC_029026,1640885,Enterococcus phage EFLK1,130952,78.519,0.0,1040,1634
ERR2001076,Contig_204_43.1981:1.2826,2826,NC_029026,1640885,Enterococcus phage EFLK1,130952,74.320,0.0,1118,2831
ERR2001076,Contig_2470_41.8308:1.1291,1291,NC_027335,1498168,Enterococcus phage ECP3,145518,77.564,0.0,756,1297
ERR2001076,Contig_2623_49.5729:1.2710,2710,NC_029026,1640885,Enterococcus phage EFLK1,130952,80.153,0.0,1616,2227
ERR2001076,Contig_2628_55.95:1.4178,4178,NC_009904,442493,Enterococcus phage phiEF24C,142072,76.910,0.0,2311,4201
ERR2001076,Contig_2920_59.8885:1.1679,1679,NC_009904,442493,Enterococcus phage phiEF24C,142072,82.834,0.0,1502,1701
ERR2001076,Contig_3075_23.2257:1.1974,1974,NC_019488,929814,Salmonella phage RE-2010,34117,82.558,0.0,1733,1978
ERR2001076,Contig_3332_56.1166:1.5269,5269,NC_009904,442493,Enterococcus phage phiEF24C,142072,78.437,0.0,2183,3390
ERR2001076,Contig_3410_52.6221:1.3378,3378,NC_009904,442493,Enterococcus phage phiEF24C,142072,79.522,0.0,1772,2554
ERR2001076,Contig_3564_96.8386:1.1042,1042,NC_025465,1204540,Enterococcus phage EfaCPT1,40923,81.888,0.0,870,1038
ERR2001076,Contig_3586_50.9962:1.2125,2125,NC_029026,1640885,Enterococcus phage EFLK1,130952,77.418,0.0,1230,2130
ERR2001076,Contig_3903_50.2982:1.1767,1767,NC_027335,1498168,Enterococcus phage ECP3,145518,77.717,1.31e-155,553,920
ERR2001076,Contig_5253_31.8375:1.2438,2438,NC_019488,929814,Salmonella phage RE-2010,34117,84.158,0.0,1447,1496
ERR2001076,Contig_5412_37.6062:1.1056,1056,NC_011534,47049,Kluyvera phage Kvp1,39472,76.692,4.59e-163,577,1064
ERR2001076,Contig_5978_126.855:1.1126,1126,NC_023595,1416012,Enterococcus phage IME_EF3,41687,82.012,0.0,948,1123
ERR2001076,Contig_6674_58.6616:1.2603,2603,NC_029026,1640885,Enterococcus phage EFLK1,130952,81.849,0.0,2158,2617
ERR2001076,Contig_6814_25.2078:1.1146,1146,NC_019488,929814,Salmonella phage RE-2010,34117,82.598,0.0,689,793
ERR2001076,Contig_6849_6.4308:1.1364,1364,NC_022914,1403390,Staphylococcus phage phiRS7,43394,83.019,1.26e-174,616,689
ERR2001076,Contig_7402_46.8426:1.2625,2625,NC_009904,442493,Enterococcus phage phiEF24C,142072,75.934,0.0,1312,2651
ERR2001076,Contig_7429_110.028:1.2946,2946,NC_028990,1747289,Enterococcus phage vB_EfaS_IME196,38886,84.929,0.0,2964,2966
ERR2001076,Contig_7583_10.9243:1.1129,1129,NC_010106,451705,Enterobacteria phage phiEcoM-GJ1,52975,84.691,0.0,911,921
ERR2001076,Contig_770_48.1678:1.2690,2690,NC_029009,1597976,Enterococcus phage EFDG1,147589,79.574,0.0,1559,2208
ERR2001076,Contig_771_63.1507:1.1792,1792,NC_009904,442493,Enterococcus phage phiEF24C,142072,80.431,0.0,797,1068
ERR2001076,Contig_943_58.5012:1.1748,1748,NC_029009,1597976,Enterococcus phage EFDG1,147589,77.537,0.0,1037,1754
ERR2001076,Contig_990_64.9991:1.2248,2248,NC_009904,442493,Enterococcus phage phiEF24C,142072,81.433,0.0,1722,2122
